ls_pitch, ls_roll, blob_x, blob_y, 
0.8828251808881759,0.17880005952788564,0.6697618007659912,0.8585597356160481,
0.5328814685344696,0.00712283646188132,0.8759096145629883,0.418921693166097,
0.3962594270706177,0.5566879830709318,0.2784840822219849,0.3372544606526693,
0.4825468361377716,0.04784894571071718,0.7737789154052734,0.43056516647338866,
0.6503283232450485,0.2199560491050162,0.629017972946167,0.6812349319458008,
0.29079683125019073,0.865358631785323,0.0653894603252411,0.40225016276041664,
0.26203423738479614,0.35839030800796134,0.45767149925231937,0.2946314811706543,
0.7749657332897186,0.8410390644538693,0.13261027336120607,0.6631266911824544,
0.03912515938282014,0.6951219512195123,0.09009039402008057,0.13417189915974934,
0.6503283232450485,0.29104403751652413,0.5523544311523437,0.6818572998046875,
0.3315436840057373,0.09461707603640673,0.7186311721801758,0.28951505025227864,
0.20690627396106723,0.3509074536765494,0.4233277320861817,0.16275831858317058,
0.6311531364917755,0.7830463618766972,0.1494494080543518,0.56219482421875,
0.3315436840057373,0.12829021128212534,0.6846217155456543,0.31557483673095704,
0.9235720336437224,0.6782855289738353,0.28449621200561526,0.8590506235758464,
0.40824368596076965,0.3696145895050793,0.47426648139953614,0.44997806549072267,
0.5352783203125,0.6633195295566466,0.2509089231491089,0.5646888732910156,
0.8157125860452651,0.00712283646188132,0.8765174865722657,0.7249321619669596,
0.6527251750230789,0.00712283646188132,0.8784940719604493,0.5751419067382812,
0.8061251789331435,0.2536291843507348,0.6048578262329102,0.7320011774698894,
0.7677751779556274,0.44444400508229326,0.4586474418640137,0.7751593907674154,
0.5352783203125,0.3714853030879323,0.4903890609741211,0.5711162567138672,
0.9667157381772994,0.29104403751652413,0.5779425621032716,0.8699888865152995,
0.988287404179573,0.46315114091082316,0.43451762199401855,0.8899677276611327,
0.7701720297336578,0.6633195295566466,0.2642186164855957,0.6717358271280924,
0.28600312769412994,0.7961416477110328,0.11785520315170289,0.37488689422607424,
0.6335499882698059,0.21434390835645722,0.6272716999053956,0.6618008295694987,
0.9235720336437224,0.00712283646188132,0.8683082580566407,0.8840936024983724,
0.45618146657943726,0.04784894571071718,0.7858639717102052,0.3817694028218587,
0.5999936908483505,0.1993781996936333,0.6344119548797608,0.5351841608683268,
0.3195594251155853,0.5192731299051424,0.3332007169723511,0.3729164759318034,
0.2476531267166138,0.13390235203068432,0.6644634723663331,0.21709211667378744,
0.45378461480140686,0.5211438434879955,0.3546501636505127,0.4911251386006673,
0.7917436957359313,0.2891733239336712,0.5883543014526368,0.8039101282755534,
0.21409682929515841,0.13577335636790205,0.6645732879638673,0.16332257588704427,
0.6766936928033829,0.4481854322479992,0.4445664882659912,0.6830458323160807,
0.3315436840057373,0.00712283646188132,0.8657098770141602,0.2451266924540202,
0.8948094397783278,0.638999962225193,0.31183834075927735,0.8462920506795247,
0.05829997360706331,0.6857683833052473,0.12394236326217652,0.16834216117858886,
0.5904062837362289,0.10958307545359543,0.7232688426971436,0.5442785898844401,
0.901999995112419,0.00712283646188132,0.8705113410949707,0.7987232208251953,
0.26203423738479614,0.642741389390899,0.1667048215866089,0.21984952290852863,
0.20690627396106723,0.46689285883089393,0.339324951171875,0.1862043062845866,
0.21409682929515841,0.08152208095643579,0.7407156467437744,0.16392396291097006,
0.03912515938282014,0.7007340919680712,0.0928946316242218,0.14626161257425943,
0.242859423160553,0.5061781348251715,0.28279306888580324,0.1925370216369629,
0.9499374032020568,0.9719901782710378,0.0887004017829895,0.8579707463582357,
0.3315436840057373,0.00712283646188132,0.8682071685791016,0.223918883005778,
0.2668283134698868,0.6034561133966213,0.23731772899627687,0.323411496480306,
0.18533423542976382,0.08713422170499477,0.716321086883545,0.1527242660522461,
0.5808188766241074,0.6090682541451803,0.27734694480896,0.514022954305013,
0.18533423542976382,0.63712924864234,0.15444388389587405,0.17277488708496094,
0.9667157381772994,0.43696115075088127,0.467360258102417,0.8877784729003906,
0.3315436840057373,0.019787951213557555,0.8101037025451661,0.26594988505045575,
0.18533423542976382,0.5828779732308736,0.194110643863678,0.16474401156107585,
0.6191688776016235,0.3714853030879323,0.4995431423187256,0.6409028371175131,
0.4753562808036804,0.00712283646188132,0.8745474815368652,0.3525580088297526,
0.19012831151485446,0.7418903722995666,0.11248048543930055,0.2839923540751139,
0.988287404179573,0.48747070824227684,0.4263377666473389,0.8969247182210286,
0.22368460893630984,0.4388318643337343,0.3258849620819092,0.17352557182312012,
0.45618146657943726,0.13390235203068432,0.6856842994689942,0.38348728815714517,
0.7078531384468079,0.00712283646188132,0.8789032936096192,0.6394615809122721,
0.3818783164024353,0.13764406995075507,0.6772693157196046,0.39853986104329425,
0.25963738560676575,0.5492048379851551,0.27941153049469,0.3060832659403483,
0.25004997849464417,0.14512692428216703,0.6515931606292725,0.1799996534983317,
0.2212873846292496,0.46689285883089393,0.3381756544113159,0.18535270690917968,
0.21409682929515841,0.10022921678496571,0.6819979667663575,0.15729053815205893,
0.21409682929515841,0.3452950221736257,0.4575843811035156,0.22714269955952962,
0.18533423542976382,0.29478546468223016,0.48954467773437504,0.158804988861084,
0.2644314616918564,0.5043074212423185,0.33290054798126223,0.30416491826375325,
0.5999936908483505,0.00712283646188132,0.8769082069396973,0.50744202931722,
0.7917436957359313,0.6614488159737937,0.28588290214538575,0.7681160608927409,
0.890015736222267,0.12080735695071337,0.7210910797119141,0.8679557800292969,
0.9139846265316008,0.2798194652650414,0.5895937919616699,0.8168025970458984,
0.6623125821352005,0.6614488159737937,0.27021491527557373,0.6605470657348633,
0.9259688854217528,0.00712283646188132,0.876518726348877,0.8808948516845703,
0.6335499882698059,0.6745441018081293,0.22975327968597414,0.5566672007242839,
0.25004997849464417,0.11145378903644841,0.6755837917327882,0.1778350035349528,
0.559246838092804,0.5753951188994617,0.3299318790435791,0.5863288243611654,
0.6814873963594437,0.8372976372881634,0.12680363655090332,0.5988892237345378,
0.18533423542976382,0.1975074861107803,0.6149543762207031,0.15528616905212403,
0.45378461480140686,0.17318791877932666,0.6473577976226808,0.3728373845418294,
0.9499374032020568,0.9906976048539325,0.07885567545890809,0.8605809529622396,
0.40344998240470886,0.7250536592995249,0.148470938205719,0.3697376251220703,
0.15417516231536868,0.7231829457166719,0.09528000950813294,0.17840277353922526,
0.12301571667194368,0.6708023838880586,0.13632915019989014,0.15645397504170735,
0.3890688717365265,0.6708023838880586,0.2032578229904175,0.43365329106648765,
0.8492688834667205,0.4407025779165873,0.46699218750000004,0.8203261693318685,
0.5376751720905304,0.16570477369354994,0.668210792541504,0.5631785710652669,
0.39865627884864807,0.00712283646188132,0.8715534210205078,0.2578773498535156,
0.31236886978149414,0.13764406995075507,0.6706826210021973,0.3113910675048828,
0.7869499921798705,0.3415535950079197,0.5220395088195801,0.798803202311198,
0.3866720199584961,0.5548172694880787,0.3179198265075684,0.44169028600056964,
0.547262579202652,0.5155317027394365,0.3741028308868408,0.577834955851237,
0.9259688854217528,0.00712283646188132,0.8531720161437989,0.8861407597859701,
0.46097517013549805,0.5828779732308736,0.27570605278015137,0.40562868118286133,
0.7725688815116882,0.00712283646188132,0.8793036460876466,0.6950091044108073,
0.21409682929515841,0.12454878411641936,0.6729326725006104,0.17501821517944335,
0.4825468361377716,0.7718220803795792,0.13573524951934815,0.4406263033548991,
0.18533423542976382,0.12829021128212534,0.6908430576324464,0.15509912172953289,
0.6359468400478363,0.11893664336786038,0.7156136989593507,0.6094424565633138,
0.22368460893630984,0.5379805564880371,0.2524693489074707,0.19096983273824056,
0.6910751760005951,0.2199560491050162,0.6259847164154053,0.625303840637207,
0.9235720336437224,0.03849508704208747,0.7914886951446534,0.887700907389323,
0.22368460893630984,0.11145378903644841,0.6734398365020753,0.16188836097717285,
0.9499374032020568,0.9458001881110959,0.10025973320007325,0.8568202336629231,
0.9499374032020568,0.874712199699588,0.13457738161087038,0.8604079564412435,
