ls_pitch, ls_roll, blob_x, blob_y, 
0.8756342530250548,0.635258535059487,0.30815246105194094,0.8322406768798828,
0.7126468420028687,0.2162146219393102,0.6326086521148682,0.7463771184285481,
0.6503283232450485,0.15448049219643198,0.6903464794158936,0.6839267094930013,
0.6862814724445343,0.6651902431394996,0.2496804714202881,0.5976186752319336,
0.31716257333755493,0.6969926648023652,0.14580157995224,0.27927220662434893,
0.12301571667194368,0.620292826396663,0.1602426290512085,0.15126425425211587,
0.6191688776016235,0.620292826396663,0.3037283897399903,0.6438928604125976,
0.3531157225370407,0.00712283646188132,0.8684406280517578,0.22627439498901367,
0.22368460893630984,0.5005659940766125,0.30077738761901857,0.21483120918273926,
0.8852220326662062,0.8410390644538693,0.1446022391319275,0.7560408274332682,
0.8660468459129332,0.00712283646188132,0.8734057426452637,0.7613678614298502,
0.945143699645996,0.8410390644538693,0.1522256374359131,0.8229581832885742,
0.3243531286716461,0.36213173517366737,0.4665097713470459,0.36342267990112304,
0.18533423542976382,0.33032931351080175,0.452531099319458,0.17429339090983073,
0.40105313062667847,0.2648537566022175,0.5389058113098145,0.32621145248413086,
0.7270283252000809,0.5230145570708484,0.38113975524902344,0.726994768778483,
0.8133157342672347,0.22743919419079292,0.6365499019622803,0.8178064346313476,
0.46337202191352844,0.3714853030879323,0.4796735763549805,0.5001818021138509,
0.5880094319581985,0.20311962685933926,0.6365305423736572,0.6151170094807943,
0.3315436840057373,0.11145378903644841,0.6793262481689454,0.22721616427103677,
0.6838846206665039,0.8429097780367224,0.12013114690780641,0.5986257553100586,
0.3555125743150711,0.5623001238194908,0.3013300180435181,0.40365174611409504,
0.1493814587593079,0.5772658324823147,0.2135159730911255,0.15741113026936848,
0.5400720238685608,0.00712283646188132,0.875893783569336,0.4293455759684245,
0.47056257724761963,0.14699763786502001,0.6784112453460693,0.4834890365600586,
0.15896886587142947,0.6876390968881003,0.1474211573600769,0.2332741101582845,
0.21169997751712802,0.04223651420779345,0.767185401916504,0.1626464049021403,
0.30757516622543335,0.2667244701850705,0.5175824642181397,0.21988695462544758,
0.27401886880397797,0.33594145425936073,0.4596141338348389,0.20666168530782064,
0.3698936849832535,0.16570477369354994,0.6451082706451416,0.28889700571695964,
0.15657201409339908,0.7287950864652308,0.10428822040557861,0.20658154487609862,
0.29319368302822113,0.10958307545359543,0.6784158229827881,0.19843200047810872,
0.43700627982616425,0.00712283646188132,0.8742676734924317,0.30427652994791665,
0.30757516622543335,0.15822191936213797,0.641874122619629,0.21893898646036783,
0.8924125880002974,0.6633195295566466,0.2796327590942383,0.7878304799397786,
0.07507830858230592,0.6932512376366593,0.10229002237319947,0.14507808685302734,
0.9235720336437224,0.00712283646188132,0.8704078674316407,0.8370246887207031,
0.3267499804496765,0.5136609891565834,0.29949097633361815,0.2723338762919108,
0.47295942902565,0.5660415509851967,0.32245540618896484,0.5068100611368815,
0.988287404179573,0.32284645917938976,0.5599199771881104,0.8956633885701497,
0.5184999853372574,0.18441220027644462,0.6403184413909913,0.4538808504740397,
0.988287404179573,0.4388318643337343,0.46357069015502933,0.9005875905354818,
0.5352783203125,0.08900493528784775,0.7386079788208009,0.49099047978719074,
